TrNo	TrDate	Amt	Type	Cheque	RefNo	PaymentType	Party	BankName	detail	CreatedBy	CreatedOn
A6593049-836C-435B-A8F0-E18203E44C6A	2022-10-19 18:19:11.5600000	10916.32	Dr	7DA1CA23-4F7F-4C20-9A8E-83D6D15266EC	06870944-EEAC-402C-BD6C-230353CC3D7B	InvoiceAdvance	"Tailspin Toys (Ikatan, AK)"	ICICI	ICICI - 7DA1CA23-4F7F-4C20-9A8E-83D6D15266EC - 10916.32	System Generated	2022-10-19 18:19:11.5600000
A6593049-836C-435B-A8F0-E18203E44C6A	2022-10-19 18:19:11.5600000	-10916.32	Cr	7DA1CA23-4F7F-4C20-9A8E-83D6D15266EC	06870944-EEAC-402C-BD6C-230353CC3D7B	InvoiceAdvance	Learning Ltd.	ICICI	ICICI - 7DA1CA23-4F7F-4C20-9A8E-83D6D15266EC - -10916.32	System Generated	2022-10-19 18:19:11.5600000
654BB270-C98E-42E8-98F5-C3F05694BC7D	2022-10-19 18:17:12.0400000	10572.72	Dr	8D1BF71F-58D0-4B85-A90B-6A5C113A649A	BB7F2C70-6CAD-47F0-83E9-17C87242232F	InvoiceBalancePayment	"Tailspin Toys (Sylvanite, MT)"	ICICI	ICICI - 8D1BF71F-58D0-4B85-A90B-6A5C113A649A - 10572.72	System Generated	2022-10-19 18:17:12.0400000
654BB270-C98E-42E8-98F5-C3F05694BC7D	2022-10-19 18:17:12.0400000	-10572.72	Cr	8D1BF71F-58D0-4B85-A90B-6A5C113A649A	BB7F2C70-6CAD-47F0-83E9-17C87242232F	InvoiceBalancePayment	Learning Ltd.	ICICI	ICICI - 8D1BF71F-58D0-4B85-A90B-6A5C113A649A - -10572.72	System Generated	2022-10-19 18:17:12.0400000
F0557BA1-C4BA-4E0B-9BC5-0C667DFB7BC3	2022-10-19 10:59:12.0766667	11158.29	Dr	94CCB75B-7235-4A60-8272-22C50A8F6CCB	279001EA-66B2-4672-A9AC-1A19581EA774	InvoiceBalancePayment	Taneli Riutta	ICICI	ICICI - 94CCB75B-7235-4A60-8272-22C50A8F6CCB - 11158.29	System Generated	2022-10-19 10:59:12.0766667
F0557BA1-C4BA-4E0B-9BC5-0C667DFB7BC3	2022-10-19 10:59:12.0766667	-11158.29	Cr	94CCB75B-7235-4A60-8272-22C50A8F6CCB	279001EA-66B2-4672-A9AC-1A19581EA774	InvoiceBalancePayment	Learning Ltd.	ICICI	ICICI - 94CCB75B-7235-4A60-8272-22C50A8F6CCB - -11158.29	System Generated	2022-10-19 10:59:12.0766667
4A11F21C-64A1-4EED-994B-EAD11EE371DA	2022-10-19 14:41:12.0933333	2564.90	Dr	EFBB001C-FB0F-4C5E-ACC2-03C98F51D02C	9B6A10CF-D118-4503-92F9-280252C7A37A	InvoiceBalancePayment	"Tailspin Toys (Dracut, MA)"	PNB	PNB - EFBB001C-FB0F-4C5E-ACC2-03C98F51D02C - 2564.90	System Generated	2022-10-19 14:41:12.0933333
4A11F21C-64A1-4EED-994B-EAD11EE371DA	2022-10-19 14:41:12.0933333	-2564.90	Cr	EFBB001C-FB0F-4C5E-ACC2-03C98F51D02C	9B6A10CF-D118-4503-92F9-280252C7A37A	InvoiceBalancePayment	Learning Ltd.	PNB	PNB - EFBB001C-FB0F-4C5E-ACC2-03C98F51D02C - -2564.90	System Generated	2022-10-19 14:41:12.0933333
603CF2B5-F38E-40CC-AC8A-80BADC399495	2022-10-19 11:10:12.1066667	8795.08	Dr	05FA0E72-9150-40D5-89AA-513BF47E86B0	EEEDF426-467F-43E9-8172-2D514715F982	InvoiceBalancePayment	Eliza Persson	IDFC	IDFC - 05FA0E72-9150-40D5-89AA-513BF47E86B0 - 8795.08	System Generated	2022-10-19 11:10:12.1066667
603CF2B5-F38E-40CC-AC8A-80BADC399495	2022-10-19 11:10:12.1066667	-8795.08	Cr	05FA0E72-9150-40D5-89AA-513BF47E86B0	EEEDF426-467F-43E9-8172-2D514715F982	InvoiceBalancePayment	Learning Ltd.	IDFC	IDFC - 05FA0E72-9150-40D5-89AA-513BF47E86B0 - -8795.08	System Generated	2022-10-19 11:10:12.1066667
26317287-BA97-431D-BDCC-386F3309C333	2022-10-20 14:15:12.3166667	-5889.48	Cr	8AEA0E91-EC90-4499-9DF2-C1642901CA87	6DEF210C-FEBD-4972-80F8-04E2A8F93144	ShipmentAdvance	AEC-0047	ICICI	ICICI - 8AEA0E91-EC90-4499-9DF2-C1642901CA87 - -5889.48	System Generated	2022-10-20 14:15:12.3166667
26317287-BA97-431D-BDCC-386F3309C333	2022-10-20 14:15:12.3166667	5889.48	Dr	8AEA0E91-EC90-4499-9DF2-C1642901CA87	6DEF210C-FEBD-4972-80F8-04E2A8F93144	ShipmentAdvance	Learning Ltd.	ICICI	ICICI - 8AEA0E91-EC90-4499-9DF2-C1642901CA87 - 5889.48	System Generated	2022-10-20 14:15:12.3166667
4E5BC96C-928F-48DA-A8AD-0384A8F94285	2022-10-20 13:16:12.3300000	-14076.95	Cr	5A431722-F22C-4174-A945-1EEEFACB0C1A	11F176C4-46CB-4384-AF82-187370F660B8	ShipmentAdvance	EAC-0035	IDFC	IDFC - 5A431722-F22C-4174-A945-1EEEFACB0C1A - -14076.95	System Generated	2022-10-20 13:16:12.3300000
4E5BC96C-928F-48DA-A8AD-0384A8F94285	2022-10-20 13:16:12.3300000	14076.95	Dr	5A431722-F22C-4174-A945-1EEEFACB0C1A	11F176C4-46CB-4384-AF82-187370F660B8	ShipmentAdvance	Learning Ltd.	IDFC	IDFC - 5A431722-F22C-4174-A945-1EEEFACB0C1A - 14076.95	System Generated	2022-10-20 13:16:12.3300000
E0025B20-C89C-4312-A637-9C376DA11153	2022-10-20 18:05:12.3466667	-7814.51	Cr	344D69C8-D8E3-4E87-A3C6-B60D175515A0	2EE0E78A-4181-45FD-B3DB-261ED9C41CFE	ShipmentAdvance	DBB-0024	SBI	SBI - 344D69C8-D8E3-4E87-A3C6-B60D175515A0 - -7814.51	System Generated	2022-10-20 18:05:12.3466667
E0025B20-C89C-4312-A637-9C376DA11153	2022-10-20 18:05:12.3466667	7814.51	Dr	344D69C8-D8E3-4E87-A3C6-B60D175515A0	2EE0E78A-4181-45FD-B3DB-261ED9C41CFE	ShipmentAdvance	Learning Ltd.	SBI	SBI - 344D69C8-D8E3-4E87-A3C6-B60D175515A0 - 7814.51	System Generated	2022-10-20 18:05:12.3466667
64EBDD59-CB87-4EA8-880B-54C6CC66EA49	2022-10-20 14:37:12.3633333	5520.69	Dr	8F66A3F5-CE68-453C-8FE3-ABA1DBDDD77B	712A5625-2A3C-4754-93B1-19F78A534936	InvoiceAdvance	Damodar Shenoy	SBI	SBI - 8F66A3F5-CE68-453C-8FE3-ABA1DBDDD77B - 5520.69	System Generated	2022-10-20 14:37:12.3633333
64EBDD59-CB87-4EA8-880B-54C6CC66EA49	2022-10-20 14:37:12.3633333	-5520.69	Cr	8F66A3F5-CE68-453C-8FE3-ABA1DBDDD77B	712A5625-2A3C-4754-93B1-19F78A534936	InvoiceAdvance	Learning Ltd.	SBI	SBI - 8F66A3F5-CE68-453C-8FE3-ABA1DBDDD77B - -5520.69	System Generated	2022-10-20 14:37:12.3633333
DC34A73A-D73B-4FB2-A4F3-C4A0302EA12A	2022-10-20 17:00:12.3766667	10902.05	Dr	NULL	3973EA3D-897B-47D0-B2A8-28D9ED16EE23	InvoiceAdvance	"Tailspin Toys (Sentinel Butte, ND)"	Cash	Cash -  - 10902.05	System Generated	2022-10-20 17:00:12.3766667
DC34A73A-D73B-4FB2-A4F3-C4A0302EA12A	2022-10-20 17:00:12.3766667	-10902.05	Cr	NULL	3973EA3D-897B-47D0-B2A8-28D9ED16EE23	InvoiceAdvance	Learning Ltd.	Cash	Cash -  - -10902.05	System Generated	2022-10-20 17:00:12.3766667
BC77EF80-A0F4-4AB3-BA17-A391BE792A08	2022-10-20 09:03:12.3933333	9147.60	Dr	3F0D11BA-28B1-46CB-A375-CF9A3BB800AF	2327C74A-07C7-49AB-907B-2FA8DA2BEF84	InvoiceAdvance	"Tailspin Toys (Diablock, KY)"	IDFC	IDFC - 3F0D11BA-28B1-46CB-A375-CF9A3BB800AF - 9147.60	System Generated	2022-10-20 09:03:12.3933333
BC77EF80-A0F4-4AB3-BA17-A391BE792A08	2022-10-20 09:03:12.3933333	-9147.60	Cr	3F0D11BA-28B1-46CB-A375-CF9A3BB800AF	2327C74A-07C7-49AB-907B-2FA8DA2BEF84	InvoiceAdvance	Learning Ltd.	IDFC	IDFC - 3F0D11BA-28B1-46CB-A375-CF9A3BB800AF - -9147.60	System Generated	2022-10-20 09:03:12.3933333
A3A08427-F369-45B9-9D62-F53E00D672CF	2022-10-20 14:55:12.4100000	10363.97	Dr	C52A1EC0-E760-4E39-8AA8-0D21115367F0	7A96059B-963C-47FA-9062-317DAB6560F5	InvoiceAdvance	"Wingtip Toys (Key Biscayne, FL)"	ICICI	ICICI - C52A1EC0-E760-4E39-8AA8-0D21115367F0 - 10363.97	System Generated	2022-10-20 14:55:12.4100000
A3A08427-F369-45B9-9D62-F53E00D672CF	2022-10-20 14:55:12.4100000	-10363.97	Cr	C52A1EC0-E760-4E39-8AA8-0D21115367F0	7A96059B-963C-47FA-9062-317DAB6560F5	InvoiceAdvance	Learning Ltd.	ICICI	ICICI - C52A1EC0-E760-4E39-8AA8-0D21115367F0 - -10363.97	System Generated	2022-10-20 14:55:12.4100000
BE14D10A-9D56-4708-92B7-5B94EA305F59	2022-10-20 15:37:12.4266667	2197.40	Dr	E3B6E074-D030-4ADA-BB1F-690CCB7BA5A1	03E3B527-EE74-46E6-A091-3B6FE30A9BD9	InvoiceBalancePayment	"Tailspin Toys (Tooele, UT)"	HDFC	HDFC - E3B6E074-D030-4ADA-BB1F-690CCB7BA5A1 - 2197.40	System Generated	2022-10-20 15:37:12.4266667
BE14D10A-9D56-4708-92B7-5B94EA305F59	2022-10-20 15:37:12.4266667	-2197.40	Cr	E3B6E074-D030-4ADA-BB1F-690CCB7BA5A1	03E3B527-EE74-46E6-A091-3B6FE30A9BD9	InvoiceBalancePayment	Learning Ltd.	HDFC	HDFC - E3B6E074-D030-4ADA-BB1F-690CCB7BA5A1 - -2197.40	System Generated	2022-10-20 15:37:12.4266667
DA99904E-0B95-478A-8175-D9C09A419DB2	2022-10-20 08:54:12.4566667	4547.26	Dr	FB3A0EA8-5480-4875-8B3F-012A428FF26D	5E28B977-22D7-4373-91B0-4775CF65088A	InvoiceBalancePayment	"Tailspin Toys (Lake Hughes, CA)"	PNB	PNB - FB3A0EA8-5480-4875-8B3F-012A428FF26D - 4547.26	System Generated	2022-10-20 08:54:12.4566667
DA99904E-0B95-478A-8175-D9C09A419DB2	2022-10-20 08:54:12.4566667	-4547.26	Cr	FB3A0EA8-5480-4875-8B3F-012A428FF26D	5E28B977-22D7-4373-91B0-4775CF65088A	InvoiceBalancePayment	Learning Ltd.	PNB	PNB - FB3A0EA8-5480-4875-8B3F-012A428FF26D - -4547.26	System Generated	2022-10-20 08:54:12.4566667
26E4D706-B8C2-4CE5-BF08-ABBEAAF29350	2022-10-20 09:56:12.4966667	10803.14	Dr	NULL	BA55A4E8-D546-4BED-9BCF-5C7B52CC7063	InvoiceBalancePayment	Arundhati Majumdar	Cash	Cash -  - 10803.14	System Generated	2022-10-20 09:56:12.4966667
26E4D706-B8C2-4CE5-BF08-ABBEAAF29350	2022-10-20 09:56:12.4966667	-10803.14	Cr	NULL	BA55A4E8-D546-4BED-9BCF-5C7B52CC7063	InvoiceBalancePayment	Learning Ltd.	Cash	Cash -  - -10803.14	System Generated	2022-10-20 09:56:12.4966667
1D43A4C6-5108-4CDF-B407-81F6D51E0BFB	2022-10-20 16:38:12.5100000	4920.58	Dr	NULL	26EBDF86-1A52-4389-8C0C-DD11BFDA3683	InvoiceBalancePayment	"Tailspin Toys (Cherry Grove Beach, SC)"	Cash	Cash -  - 4920.58	System Generated	2022-10-20 16:38:12.5100000
1D43A4C6-5108-4CDF-B407-81F6D51E0BFB	2022-10-20 16:38:12.5100000	-4920.58	Cr	NULL	26EBDF86-1A52-4389-8C0C-DD11BFDA3683	InvoiceBalancePayment	Learning Ltd.	Cash	Cash -  - -4920.58	System Generated	2022-10-20 16:38:12.5100000
EC556932-47A5-4584-ADE5-9AB5F0C61533	2022-10-21 10:11:12.0533333	-11302.82	Cr	831BB187-8775-479A-BE74-4CE386C70DF1	BEA71751-963B-4CD1-98E2-2E6192BC7E46	ShipmentAdvance	EEC-0021	ICICI	ICICI - 831BB187-8775-479A-BE74-4CE386C70DF1 - -11302.82	System Generated	2022-10-21 10:11:12.0533333
EC556932-47A5-4584-ADE5-9AB5F0C61533	2022-10-21 10:11:12.0533333	11302.82	Dr	831BB187-8775-479A-BE74-4CE386C70DF1	BEA71751-963B-4CD1-98E2-2E6192BC7E46	ShipmentAdvance	Learning Ltd.	ICICI	ICICI - 831BB187-8775-479A-BE74-4CE386C70DF1 - 11302.82	System Generated	2022-10-21 10:11:12.0533333
9C3AF0E5-6BF0-4560-B529-430DE995D490	2022-10-21 11:28:12.0666667	-7532.19	Cr	AAD8EE77-FFEA-4C97-BE48-E9186A1C1D66	C7FA2424-078B-46D7-B720-2F6BA02F656D	ShipmentAdvance	BCD-0007	SBI	SBI - AAD8EE77-FFEA-4C97-BE48-E9186A1C1D66 - -7532.19	System Generated	2022-10-21 11:28:12.0666667
9C3AF0E5-6BF0-4560-B529-430DE995D490	2022-10-21 11:28:12.0666667	7532.19	Dr	AAD8EE77-FFEA-4C97-BE48-E9186A1C1D66	C7FA2424-078B-46D7-B720-2F6BA02F656D	ShipmentAdvance	Learning Ltd.	SBI	SBI - AAD8EE77-FFEA-4C97-BE48-E9186A1C1D66 - 7532.19	System Generated	2022-10-21 11:28:12.0666667
00AE2858-9CC5-44D3-B854-C87F7A3FC7B5	2022-10-21 10:05:12.0800000	-9177.50	Cr	NULL	1E74C248-48E2-486D-9ABB-3121DA675275	ShipmentAdvance	BAD-0049	UPI	UPI -  - -9177.50	System Generated	2022-10-21 10:05:12.0800000
00AE2858-9CC5-44D3-B854-C87F7A3FC7B5	2022-10-21 10:05:12.0800000	9177.50	Dr	NULL	1E74C248-48E2-486D-9ABB-3121DA675275	ShipmentAdvance	Learning Ltd.	UPI	UPI -  - 9177.50	System Generated	2022-10-21 10:05:12.0800000
F8B8D1AE-3141-4EE3-A32E-903FDD01C14F	2022-10-21 10:34:12.0933333	-15663.73	Cr	60BD44B6-C285-493E-AF55-B82DDA7CC288	17FB3DED-6007-4D7D-9DB6-31F877C81583	ShipmentAdvance	ADB-0002	Axis	Axis - 60BD44B6-C285-493E-AF55-B82DDA7CC288 - -15663.73	System Generated	2022-10-21 10:34:12.0933333
F8B8D1AE-3141-4EE3-A32E-903FDD01C14F	2022-10-21 10:34:12.0933333	15663.73	Dr	60BD44B6-C285-493E-AF55-B82DDA7CC288	17FB3DED-6007-4D7D-9DB6-31F877C81583	ShipmentAdvance	Learning Ltd.	Axis	Axis - 60BD44B6-C285-493E-AF55-B82DDA7CC288 - 15663.73	System Generated	2022-10-21 10:34:12.0933333
B07870A1-3700-4D9D-9C39-C34D4DA0E1C8	2022-10-21 13:45:12.1100000	9507.04	Dr	NULL	C51C6193-19AF-468F-ACF5-0523F21B84DA	InvoiceAdvance	Om Yadav	Cash	Cash -  - 9507.04	System Generated	2022-10-21 13:45:12.1100000
B07870A1-3700-4D9D-9C39-C34D4DA0E1C8	2022-10-21 13:45:12.1100000	-9507.04	Cr	NULL	C51C6193-19AF-468F-ACF5-0523F21B84DA	InvoiceAdvance	Learning Ltd.	Cash	Cash -  - -9507.04	System Generated	2022-10-21 13:45:12.1100000
C409098E-D393-456F-816F-9E3BE0F25398	2022-10-21 16:45:12.1200000	11194.35	Dr	A9EF5220-E51D-4A15-96CD-2A69D786FCCC	2C99C376-7A90-493C-A3CE-0ABFB5736E28	InvoiceAdvance	"Tailspin Toys (Scofield, UT)"	SBI	SBI - A9EF5220-E51D-4A15-96CD-2A69D786FCCC - 11194.35	System Generated	2022-10-21 16:45:12.1200000
C409098E-D393-456F-816F-9E3BE0F25398	2022-10-21 16:45:12.1200000	-11194.35	Cr	A9EF5220-E51D-4A15-96CD-2A69D786FCCC	2C99C376-7A90-493C-A3CE-0ABFB5736E28	InvoiceAdvance	Learning Ltd.	SBI	SBI - A9EF5220-E51D-4A15-96CD-2A69D786FCCC - -11194.35	System Generated	2022-10-21 16:45:12.1200000
BA14E6D9-C967-421B-872C-BA3D53E86FC0	2022-10-21 11:30:12.1866667	9849.88	Dr	NULL	0EB29E36-BF3C-44B3-8324-1B1FA94D86B4	InvoiceAdvance	"Wingtip Toys (Mahaffey, PA)"	Cash	Cash -  - 9849.88	System Generated	2022-10-21 11:30:12.1866667
BA14E6D9-C967-421B-872C-BA3D53E86FC0	2022-10-21 11:30:12.1866667	-9849.88	Cr	NULL	0EB29E36-BF3C-44B3-8324-1B1FA94D86B4	InvoiceAdvance	Learning Ltd.	Cash	Cash -  - -9849.88	System Generated	2022-10-21 11:30:12.1866667
01356980-055B-49C8-A10A-8B7373B92E4D	2022-10-22 12:07:20.9900000	-8664.56	Cr	NULL	AF5FBDD4-DB7B-44C2-B5A0-1DD4A767A150	ShipmentAdvance	DEB-0080	Cash	Cash -  - -8664.56	System Generated	2022-10-22 12:07:20.9900000
01356980-055B-49C8-A10A-8B7373B92E4D	2022-10-22 12:07:20.9900000	8664.56	Dr	NULL	AF5FBDD4-DB7B-44C2-B5A0-1DD4A767A150	ShipmentAdvance	Learning Ltd.	Cash	Cash -  - 8664.56	System Generated	2022-10-22 12:07:20.9900000
F1931AA1-B19E-4167-836C-C77BE2478E0F	2022-10-22 18:31:21.2700000	-7137.77	Cr	C00BDC4B-2587-447E-B64B-7B0E41ED5EA3	C6255AFE-4A8D-4D72-8134-339DEF4B6F8D	ShipmentAdvance	BDD-0055	PNB	PNB - C00BDC4B-2587-447E-B64B-7B0E41ED5EA3 - -7137.77	System Generated	2022-10-22 18:31:21.2700000
F1931AA1-B19E-4167-836C-C77BE2478E0F	2022-10-22 18:31:21.2700000	7137.77	Dr	C00BDC4B-2587-447E-B64B-7B0E41ED5EA3	C6255AFE-4A8D-4D72-8134-339DEF4B6F8D	ShipmentAdvance	Learning Ltd.	PNB	PNB - C00BDC4B-2587-447E-B64B-7B0E41ED5EA3 - 7137.77	System Generated	2022-10-22 18:31:21.2700000
3B686A0C-E833-4961-8497-FBF7CD72B0F9	2022-10-22 18:10:21.2866667	-8413.67	Cr	NULL	775B793B-6EC2-49B5-BE70-33CE8E1A0598	ShipmentAdvance	CDB-0037	UPI	UPI -  - -8413.67	System Generated	2022-10-22 18:10:21.2866667
3B686A0C-E833-4961-8497-FBF7CD72B0F9	2022-10-22 18:10:21.2866667	8413.67	Dr	NULL	775B793B-6EC2-49B5-BE70-33CE8E1A0598	ShipmentAdvance	Learning Ltd.	UPI	UPI -  - 8413.67	System Generated	2022-10-22 18:10:21.2866667
0E9910C5-1347-46E0-8972-2DB0E7D595B3	2022-10-22 15:03:21.4833333	-10248.51	Cr	NULL	8CDA6C5E-8B98-44E5-BB57-364421702AA5	ShipmentAdvance	CBE-0092	UPI	UPI -  - -10248.51	System Generated	2022-10-22 15:03:21.4833333
0E9910C5-1347-46E0-8972-2DB0E7D595B3	2022-10-22 15:03:21.4833333	10248.51	Dr	NULL	8CDA6C5E-8B98-44E5-BB57-364421702AA5	ShipmentAdvance	Learning Ltd.	UPI	UPI -  - 10248.51	System Generated	2022-10-22 15:03:21.4833333
9282DA01-D375-4622-A5CF-DBAEDCB6F1A4	2022-10-22 15:47:22.0400000	6739.78	Dr	A82095C8-894C-4A1F-8C17-740D455ED2C6	CBD0C25C-953F-4E6F-8EA0-09AB05C94063	InvoiceAdvance	Tomo Vidovic	HDFC	HDFC - A82095C8-894C-4A1F-8C17-740D455ED2C6 - 6739.78	System Generated	2022-10-22 15:47:22.0400000
9282DA01-D375-4622-A5CF-DBAEDCB6F1A4	2022-10-22 15:47:22.0400000	-6739.78	Cr	A82095C8-894C-4A1F-8C17-740D455ED2C6	CBD0C25C-953F-4E6F-8EA0-09AB05C94063	InvoiceAdvance	Learning Ltd.	HDFC	HDFC - A82095C8-894C-4A1F-8C17-740D455ED2C6 - -6739.78	System Generated	2022-10-22 15:47:22.0400000
13CC4713-B0F9-49CB-83C1-13E1AD8F37E3	2022-10-23 16:07:12.0333333	-8176.33	Cr	NULL	383E8440-7866-4C9F-9D27-16143D2122CA	ShipmentAdvance	DCA-0051	Cash	Cash -  - -8176.33	System Generated	2022-10-23 16:07:12.0333333
13CC4713-B0F9-49CB-83C1-13E1AD8F37E3	2022-10-23 16:07:12.0333333	8176.33	Dr	NULL	383E8440-7866-4C9F-9D27-16143D2122CA	ShipmentAdvance	Learning Ltd.	Cash	Cash -  - 8176.33	System Generated	2022-10-23 16:07:12.0333333
6210DF46-5DD4-4D4A-96DC-A6F4DCC82109	2022-10-23 14:14:12.0466667	-10415.55	Cr	FA71874F-D8E6-4F06-A9B2-EDAD7598ACDB	982EE649-78FC-4EFD-BC06-2BF172EF874F	ShipmentAdvance	DCC-0038	ICICI	ICICI - FA71874F-D8E6-4F06-A9B2-EDAD7598ACDB - -10415.55	System Generated	2022-10-23 14:14:12.0466667
6210DF46-5DD4-4D4A-96DC-A6F4DCC82109	2022-10-23 14:14:12.0466667	10415.55	Dr	FA71874F-D8E6-4F06-A9B2-EDAD7598ACDB	982EE649-78FC-4EFD-BC06-2BF172EF874F	ShipmentAdvance	Learning Ltd.	ICICI	ICICI - FA71874F-D8E6-4F06-A9B2-EDAD7598ACDB - 10415.55	System Generated	2022-10-23 14:14:12.0466667
BC51697C-C9CC-41BA-B63D-014394115590	2022-10-23 09:30:12.1033333	-3775.64	Cr	3001F650-10B5-48F9-A8E2-CE591CB044E6	B2DAF3B8-3AB6-43E3-B60F-0AAC4732D65D	ShipmentBalancePayment	DEE-0016	PNB	PNB - 3001F650-10B5-48F9-A8E2-CE591CB044E6 - -3775.64	System Generated	2022-10-23 09:30:12.1033333
BC51697C-C9CC-41BA-B63D-014394115590	2022-10-23 09:30:12.1033333	3775.64	Dr	3001F650-10B5-48F9-A8E2-CE591CB044E6	B2DAF3B8-3AB6-43E3-B60F-0AAC4732D65D	ShipmentBalancePayment	Learning Ltd.	PNB	PNB - 3001F650-10B5-48F9-A8E2-CE591CB044E6 - 3775.64	System Generated	2022-10-23 09:30:12.1033333
184D13EA-8F71-4942-AAE3-D69B24C2D85B	2022-10-23 11:31:12.1166667	-6082.11	Cr	3B52F84F-2AA9-43E6-ACD3-A40293B10737	1D31C087-1F80-42FC-ADDF-0D1624D6C68B	ShipmentBalancePayment	BBA-0049	ICICI	ICICI - 3B52F84F-2AA9-43E6-ACD3-A40293B10737 - -6082.11	System Generated	2022-10-23 11:31:12.1166667
184D13EA-8F71-4942-AAE3-D69B24C2D85B	2022-10-23 11:31:12.1166667	6082.11	Dr	3B52F84F-2AA9-43E6-ACD3-A40293B10737	1D31C087-1F80-42FC-ADDF-0D1624D6C68B	ShipmentBalancePayment	Learning Ltd.	ICICI	ICICI - 3B52F84F-2AA9-43E6-ACD3-A40293B10737 - 6082.11	System Generated	2022-10-23 11:31:12.1166667
64BA0FC7-55C0-4A92-B851-5F7B359B34DF	2022-10-23 14:48:12.1333333	9462.09	Dr	NULL	39633DEA-6D58-4C6F-A785-0F36BDAC170A	InvoiceAdvance	"Tailspin Toys (King Cove, AK)"	Paytm	Paytm -  - 9462.09	System Generated	2022-10-23 14:48:12.1333333
64BA0FC7-55C0-4A92-B851-5F7B359B34DF	2022-10-23 14:48:12.1333333	-9462.09	Cr	NULL	39633DEA-6D58-4C6F-A785-0F36BDAC170A	InvoiceAdvance	Learning Ltd.	Paytm	Paytm -  - -9462.09	System Generated	2022-10-23 14:48:12.1333333
5AD3FF78-A833-42F7-8569-BB10C8D39DDC	2022-10-23 16:56:12.1466667	17718.30	Dr	NULL	04E6B7F1-074A-4316-93E1-1CAE35B2182C	InvoiceAdvance	"Tailspin Toys (Larose, LA)"	Paytm	Paytm -  - 17718.30	System Generated	2022-10-23 16:56:12.1466667
5AD3FF78-A833-42F7-8569-BB10C8D39DDC	2022-10-23 16:56:12.1466667	-17718.30	Cr	NULL	04E6B7F1-074A-4316-93E1-1CAE35B2182C	InvoiceAdvance	Learning Ltd.	Paytm	Paytm -  - -17718.30	System Generated	2022-10-23 16:56:12.1466667
B608B17F-92E2-4292-9F04-2AB6B732C141	2022-10-23 11:30:12.1600000	11901.88	Dr	NULL	BCF248D4-64FC-4C7C-9CB9-3617467E0EA4	InvoiceAdvance	"Wingtip Toys (San Jacinto, CA)"	Cash	Cash -  - 11901.88	System Generated	2022-10-23 11:30:12.1600000
B608B17F-92E2-4292-9F04-2AB6B732C141	2022-10-23 11:30:12.1600000	-11901.88	Cr	NULL	BCF248D4-64FC-4C7C-9CB9-3617467E0EA4	InvoiceAdvance	Learning Ltd.	Cash	Cash -  - -11901.88	System Generated	2022-10-23 11:30:12.1600000
78281E81-D94A-455D-94A4-5E5B09A4866E	2022-10-23 14:17:12.1833333	3280.31	Dr	1AE1B514-72F6-44C9-BE80-DCCF1EF05F3E	A91DF83B-F83C-4C37-9E79-0B1055FFED50	InvoiceBalancePayment	Dhanishta Mokkapati	IDFC	IDFC - 1AE1B514-72F6-44C9-BE80-DCCF1EF05F3E - 3280.31	System Generated	2022-10-23 14:17:12.1833333
78281E81-D94A-455D-94A4-5E5B09A4866E	2022-10-23 14:17:12.1833333	-3280.31	Cr	1AE1B514-72F6-44C9-BE80-DCCF1EF05F3E	A91DF83B-F83C-4C37-9E79-0B1055FFED50	InvoiceBalancePayment	Learning Ltd.	IDFC	IDFC - 1AE1B514-72F6-44C9-BE80-DCCF1EF05F3E - -3280.31	System Generated	2022-10-23 14:17:12.1833333
9D5C4BAF-667D-466C-97AD-6BDC1E244C9E	2022-10-23 10:10:12.1966667	6440.77	Dr	E86FFFFF-BDA0-4D7B-9925-9AA5983F6BB2	106046E6-2D33-4E5A-B4C5-0C57F942926D	InvoiceBalancePayment	Arka Chatterjee	HDFC	HDFC - E86FFFFF-BDA0-4D7B-9925-9AA5983F6BB2 - 6440.77	System Generated	2022-10-23 10:10:12.1966667
9D5C4BAF-667D-466C-97AD-6BDC1E244C9E	2022-10-23 10:10:12.1966667	-6440.77	Cr	E86FFFFF-BDA0-4D7B-9925-9AA5983F6BB2	106046E6-2D33-4E5A-B4C5-0C57F942926D	InvoiceBalancePayment	Learning Ltd.	HDFC	HDFC - E86FFFFF-BDA0-4D7B-9925-9AA5983F6BB2 - -6440.77	System Generated	2022-10-23 10:10:12.1966667
35A027B3-AEE6-41FE-A8E3-26D247C15FF8	2022-10-24 15:39:12.4333333	-6889.51	Cr	EF7991E2-49D0-4F6B-BF92-40BE5D26354F	0BB7F7ED-801B-4E00-BE30-16F9F3916E22	ShipmentAdvance	BDD-0010	SBI	SBI - EF7991E2-49D0-4F6B-BF92-40BE5D26354F - -6889.51	System Generated	2022-10-24 15:39:12.4333333
35A027B3-AEE6-41FE-A8E3-26D247C15FF8	2022-10-24 15:39:12.4333333	6889.51	Dr	EF7991E2-49D0-4F6B-BF92-40BE5D26354F	0BB7F7ED-801B-4E00-BE30-16F9F3916E22	ShipmentAdvance	Learning Ltd.	SBI	SBI - EF7991E2-49D0-4F6B-BF92-40BE5D26354F - 6889.51	System Generated	2022-10-24 15:39:12.4333333
